"erro","dof"
0.998026728428272,0.0
1.0000000000000004,1.0
0.9980267284282818,2.0
1.000000000000007,3.0
34.21100655225484,4.0
1.0000000000000127,5.0
32.999587625802725,6.0
9.79714419512779,7.0
4.131056998208173,8.0
2.754397445032413,9.0
